
2024/07/30 (03:54:55) | ===> btop++ v.1.3.2
2025/04/06 (22:14:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/07 (15:19:17) | ===> btop++ v.1.4.0
2025/04/07 (15:19:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/07 (21:56:16) | ===> btop++ v.1.4.0
2025/04/07 (21:56:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/07 (22:12:30) | ===> btop++ v.1.4.0
2025/04/07 (22:12:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/09 (17:37:57) | ===> btop++ v.1.4.0
2025/04/09 (17:37:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/09 (17:37:57) | ===> btop++ v.1.4.0
2025/04/09 (17:37:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/11 (21:57:41) | ===> btop++ v.1.4.0
2025/04/11 (21:57:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/11 (22:01:18) | ===> btop++ v.1.4.0
2025/04/11 (22:01:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/11 (22:06:44) | ===> btop++ v.1.4.0
2025/04/11 (22:06:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/11 (22:48:09) | ===> btop++ v.1.4.0
2025/04/11 (22:48:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/12 (17:43:14) | ===> btop++ v.1.4.0
2025/04/12 (17:43:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/12 (23:29:09) | ===> btop++ v.1.4.0
2025/04/12 (23:29:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/13 (16:51:46) | ===> btop++ v.1.4.0
2025/04/13 (16:51:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/13 (17:27:12) | ===> btop++ v.1.4.0
2025/04/13 (17:27:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/13 (17:27:38) | ===> btop++ v.1.4.0
2025/04/13 (17:27:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/22 (13:15:12) | ===> btop++ v.1.4.0
2025/04/22 (13:15:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/22 (23:33:38) | ===> btop++ v.1.4.0
2025/04/22 (23:33:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/23 (17:16:24) | ===> btop++ v.1.4.0
2025/04/23 (17:16:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/25 (13:08:38) | ===> btop++ v.1.4.0
2025/04/25 (13:08:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/27 (18:19:38) | ===> btop++ v.1.4.0
2025/04/27 (18:19:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/28 (15:51:39) | ===> btop++ v.1.4.0
2025/04/28 (15:51:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/28 (23:50:57) | ===> btop++ v.1.4.0
2025/04/28 (23:50:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/30 (13:21:04) | ===> btop++ v.1.4.0
2025/04/30 (13:21:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
